content,sentiment
ممتازة175M943كود بخصم 60 ج,negatif
برنامج ملهوش اي قيمة بدون اللغة العربية والدعم الفني سئ جدا.,negatif
اکتبوا الکود 220FLAP هتاخدوا خصم ٣٠ج لمده ٦ ایام,positif
ليس كل يعرف، اللغة الانكليزي اتمن اضافة اللغة العربية,negatif
شركة اكتر من زبالة بكتير ولافيها تنظيم ولا متابعة ولا حتى خدمة عملاء تكلمهم او تشرحلهم المشاكل كلو ايميلات وكلام فارغ جدا لا انصح في الابلكيشن دا زبالة زبالة,negatif
برنامج سهل,positif
والله يا جماعه انتو في مصر مش في امريكا كله انجليزي وبرنامج معقد,negatif
ليه مش بتوصلو الملابس وياريت تكون الخدمه24 ساعه وارجو اضافه اللغه العربيه,positif
زبالة + زبالة + زبالة + زبالة,negatif
برنامج زباله وبعد ساعتين يلغو الاوردر,negatif
مخيب للامال اولا كله انجلش مفيش عربي ومش كل حاجه موجوده في المكان بتكون معروضه زي ابو عوف مش عرضين القهوه معجبنيش,negatif
ممتاز في انتظار تغطية باقي المناطق والمدن,positif
اسوأ برنامج حملته في حياتي والله ضيعتوا وقتنا عالم نصابين 👎👎👎👎👎👎👎👎👎👎👎,negatif
الططبيق روعه,positif
برنامج زبالة ومش بيفتح وفاشل و وخرة,negatif
عاوز اشتغل دليفري معي موتوسيكل مع العلم اني كنت شاغل في اوبر ايتس ينفع اشتغل,positif
ممتازممتاز,positif
ممتاز جدا جدا جدا,positif
التطبيق ليه بالانجليزي,negatif
سئ جداً ولا يعتبر من التطبيقات الذكية,negatif
برنامج لا يعمل وشكلو هكر,negatif
شكرا على العروض 50%,positif
تقيل جدا جدا ومش عارف احصل علي البروموكود,negatif
تطبيق لا يستجيب,negatif
انا عايز اكون كابتن بس مش عارف ازاي وياريت الرد ضروري علي الرقم ده,positif
حلو جدااا,positif
لسه هجربو,positif
ميزه جميله جدا تطبيق جميل,positif
جميل وممتاز,positif
طالما البرنامج بيخدم مناطق قليلة بمصر قارفينا بالاعلانات ليه !!!,negatif
ملوش حل,positif
ظريف,positif
ماشي الحال,neutre
كسم مش شغال عندي,negatif
محترم جدا,positif
ياجماعة برنامج ملهوش لزمة,negatif
خدمة العملاء زبالة جدا . كنت عامل مرة اوردر و كنت حاطط الكريدت كارد بتاعتى للدفع و انسحب منها المبلغ ٤ مرات و يوم ماشتكيت محدش عابرنى و لا رجعولى المبلغ,negatif
انتو فى مصر بطلو بيضان فى كتير ناس متعرفش انجليزى,negatif
هوه لي البرنامج انجلش مش عربي,negatif
البرنامج مفيهوش عربي .. ومش بيظهر اى حاجه لما بفتحه,negatif
هو البرنامج عباره عن ايه معلش وبيشتغل ازااي,positif
منتهي السوء والفشل ومبيغطيش مناطق كتير في اسكندريه زيه زي كل البرامج الفاشله بل بالعكس في احسن كتير,negatif
مذهلة,positif
المطاعم اختفت فجاة,negatif
هيل,positif
وائل,positif
ده كود بيديك 20 جنيه خصم 187UY3E,neutre
متعمل الابلكيشن عربي لازم انجليزي يعني,negatif
احلي برنامج احب هذا البرنامج,positif
شركه فاشله جداا خدمتهم غاليه ومستغله,negatif
ايه القرف ده يعنى .. ماتعمل فى الابلكيشن عربى .. ولا هيكلفك فلوس زيادة ؟,negatif
كل حاجة فيه إنجلش مفيش كلمة بالعربي بجد حاجة مش كويسة المفروض يعملو نسخةعربي لسكان الوطن العربي .,negatif
حلو بس عاوزين الله العربيه,positif
مش عايز يسجل لا رقم الموبايل ولا الوكيشن,negatif
شيق,positif
كود يعطيك 80 ج رصيد:3186LANW,positif
خصم 12ج كود 1882XX8,positif
كل حاجه انجلش ولى ميعرفوش يعمله ايه ومش عارف اشغله ازاى,negatif
ادخل هذا الكود في برومو كود واحصل على 12 جنيه مجاناً 188KJZ6,positif
كودي بيدي 40جنيه 186VAJH,positif
استخدم البروموكود دا وهتكسب ١٢ جنيه 172BAPS,positif
ابليكيشن سئ جدا وعلي طول مقفول,negatif
الي من القاهرة دة كود ب 40 جنيه 178Q45T,positif
مش عارفين نستخدم البرومو كود خالص وكل ما نحاول نساخدمة بعد مانطلب الاوردر الخصم مش بينزلينا والبرنامج مش حلو بصراحه,negatif
ده كود خصم 169EGM3,positif
182JXNG برنامج جميل جدا انا كسبت منو كتير ده برومو كود للعايز يكسب زاييي,positif
تطبيق زباله وفاشل ومالوش اي لزمه,negatif
برنامج فااااااشل,negatif
مش عارف اشغله وزهقت,negatif
لايستجيب معي,negatif
زباله و يعصب,negatif
188WVZB كود بيعطيك 80 جنيه مصري,positif
بيوصل اماكن معينه برنامج فاشل,negatif
برنامج رائع وهذا كود يعطيك 40 جنيه مجانا لاى طلب 184XYCY,positif
كيف استخدمه,positif
180J4KH دا كود بيدي ٤٠ جنيه فرى للتسجيل اول مرة,positif
تطبيق جميل جداً,positif
البرنامج حلو جدا,positif
برنامج جيد بيعطيك 40 جنيه إذا قمت بأدخال هذا الكود 3188FKLZ,positif
دخلو الكود دا وهتاخدوا 40 جنيه خصم مع اوردر الاكل,positif
لا تغطى مناطق كثيره,negatif
مشيت علي علي كل خطوات التسجيل وحبيت بعدها اعمل اوردر قالي مش ممكن في الوقت الحالي يمكن تقدر تستخدم هذا التطبيق مستقبلا ....طبعا بالانجليش .... وجاري الجزف الان ............ تم الحذف .........ياريت محدش يحمله لانه مش هيستفاد منه اي حاجة غير الميجا بايتس اللي انت هتخسرها في التحميل,negatif
نجرب,positif
عاوزنى امسح كل الابليكيشن علشان انزل سعدتة ماانشلله ماعنة نزل انا اصلا عاملة دايت,negatif
اكتب الكود 194KCKJوهتاخد 40ج خصم فووري,positif
سئ جدا في تحديد العنوان,negatif
جميل اوي خصم 40 جنيه لما تدخلوا الكود بتاعي 174D79S,positif
الكود ده بيديك خصم 80 جنية ⁦❤️⁩ 189LBPM,positif
سيء للغاية,negatif
تطبيق سيئ جدااااااا للغاية أنصح الجميع بعدم إستخدامه,negatif
ممتاز واخدت خصم 40 جنيه علي اول اوردر واي حد هيكتب الكود دا. 173NCZV هيجيلوا 40 جنيه خصم علي اي اوردر هيطلبوا,positif
برنامج زباله بجد .,negatif
أي كلام,negatif
صعب جدا فى التنزيل ولا عاوز يسجل المكان ولا عارفه أطلب منه حاجه سيئه جدا,negatif
اكتب الكود ده وهتاخد خصم 40 جنيه والله 172AMSW,positif
يمكنك إدخال هذا الكود عند تنزيل التطبيق حيث سيعطيك 40 جنيه خصم مع اول طلبية كود : 180TT2Z,positif
برنامج زبالة بيقولي out of location إزاي وأنا في شبرا مصر وسط البلد يعني خسارة الواحد يضيع وقت ف تنزل البرنامج ده,negatif
للحصول علي خصم 30 جنيه دخل الكود eats-bhhwyqrgue,positif
جاري الحذف ولا فهمة اي حاجة 🙄🙄,negatif
يخربيت الجهل بتعكم وعقده الخواجه ده ابلكيشن بيخدم ناس عرب لغتهم الغه العربيه .ليه عملينه بالغه الانجليزيه معظم الناس دخله مش فهمه حاجه تسويق فاشل,negatif
خذا التطبيق لا يفتح الحساب اي حساب ان كان Facebook or Whatsapp,negatif
ياجماعة نزل البرنامج واكتب الكود دوة وهاتخد 40 جنيه هدية الكود 3179G3WZ,positif
يا جماعة هو انا اطلب order منين ارجو الرد,positif
يا رب ينفاس برنامج اطلب والدعم الفني بتاعهم الزفت,positif
مش فاهم حاجه انا عربي مش اجنبي,negatif
ياريت ترجمه للعربي,negatif
كسم الدليفري بتاعكم😏😏,negatif
ولا ليه اى لازمة,negatif
نفسي اكون جزء منكم شكرا,positif
عايزه الكتابة عربى ياريت,positif
"توصيل سيئ جدا ولا يوصل لكل مكان وgbs بتاع البرنامج زباله احدد الشارع يحدد 
شارع تانى",negatif
وحش جدا ومفيش متابعه,positif
برنامج زبالة,negatif
جيد جدن,positif
برنامج رائع جداً,positif
