Token,Type
للوحده,neutre
ويحدث,neutre
يذكرك,neutre
حديثهم,neutre
وحقيقتهم,neutre
تعش,neutre
مزاج,neutre
تحكم,neutre
اختياراتي,neutre
أسبابي,neutre
يفعلون,neutre
كون,neutre
ادبية,neutre
فكرية,neutre
الحية,neutre
رأيي,neutre
نعطي,neutre
للغة,neutre
حجمها,neutre
القناعات,neutre
الأطلال,neutre
بادو,neutre
الزاكي,neutre
الأقرب,neutre
لتدريب,neutre
الدفاع,neutre
الحسني,neutre
الجديدي,neutre
زاوية,neutre
زلتم,neutre
مقاطعون,neutre
لمحطات,neutre
أفريقيا,neutre
الدقيق,neutre
للسياسة,neutre
الساسة,neutre
توقعاتكم,neutre
لمباراة,neutre
التجاوز,neutre
التخلي,neutre
عروض,neutre
والعقارات,neutre
جهلت,negative
وإذافقدت,negative
ستتحول,neutre
نرويها,neutre
لأنفسنا,neutre
تسمحين,neutre
باخذها,neutre
القادمة,neutre
تحديد,neutre
تقديم,neutre
الصلاحيات,neutre
لاعبيهم,neutre
الفعاليات,neutre
كاتنظم,neutre
عشرة,neutre
أيان,neutre
ويكون,neutre
بأتم,neutre
الجاهزية,neutre
إنتظار,neutre
الفحوصات,neutre
العاطفة,negative
بالتحليل,neutre
سجلتها,neutre
أحللها,neutre
ردت,neutre
مبدأي,neutre
تفاهم,positive
الاخرى,neutre
افهمك,positive
واسع,neutre
الانظار,neutre
تتجه,neutre
يتخذه,neutre
اردوغان,neutre
الرئاسي,neutre
تنشروا,neutre
قائمة,neutre
الاسماء,neutre
الاساسية,neutre
للتغريدة,neutre
نقرأ,neutre
زخم,neutre
جامع,neutre
شامل,neutre
يؤطر,neutre
النضالات,negative
ربوع,negative
غروب,neutre
رميلات,neutre
اجراء,neutre
تفضلت,neutre
بالعربية,neutre
برودة,neutre
وصلتنا,neutre
تحول,neutre
الشراطين,neutre
اكن,neutre
فعبر,neutre
بالحفاظ,positive
يعطيه,neutre
إختلف,neutre
صداقات,neutre
الإنترنت,neutre
السهل,neutre
المنطقة,neutre
الامنة,neutre
الإقلاع,neutre
الهبوط,neutre
ستتعلم,neutre
نكتب,neutre
ليقرأ,neutre
التأويل,neutre
مؤكد,neutre
للواقع,neutre
للأسئلة,neutre
عجيب,neutre
حار,neutre
فرع,neutre
فروع,neutre
الرابطة,neutre
كلا,neutre
الطرفين,neutre
فريد,neutre
الأطوار,neutre
استثناءات,neutre
بالطبع,neutre
أقم,neutre
محسومة,neutre
سلفا,neutre
انتهت,neutre
مقابلة,neutre
الملاحظة,neutre
التعادل,neutre
محتاج,neutre
صيدلية,neutre
المانية,neutre
وسائل,neutre
للعودة,neutre
يوقف,neutre
نهضة,neutre
لمدة,neutre
كاملة,neutre
اسبوعين,neutre
للراحة,positive
البريطانية,neutre
ضيافة,neutre
بموضوعية,positive
فريقا,neutre
استفادة,neutre
لحد,neutre
طبيعية,neutre
وزهق,neutre
زهوقا,neutre
الاسبوع,neutre
لاناس,neutre
واقعيين,neutre
راه,neutre
تقارب,neutre
تنافس,neutre
رايته,neutre
الخيري,positive
أتابعكم,neutre
بوجوده,neutre
ولكنه,neutre
بغيابه,neutre
انسحابك,neutre
الأماكن,neutre
ويحمي,neutre
متطور,neutre
يحاكيه,neutre
بلغ,neutre
فاطمة,neutre
أتحدث,neutre
وقناعة,neutre
صديقات,neutre
فاحرص,neutre
انكسارك,negative
أمامهم,neutre
واجبة,neutre
أندم,negative
تؤمن,neutre
يؤمنون,neutre
أرواحهم,neutre
يتحمل,neutre
مزاجيتنا,neutre
مسافر,neutre
إختلطت,neutre
بالأحداث,neutre
بالمواقف,neutre
والتصريحات,neutre
والتوقعات,neutre
تركه,neutre
لحمادي,neutre
وزبانيته,neutre
موقت,neutre
فراشة,neutre
غادرت,neutre
الامير,neutre
بوزنها,neutre
ووجودها,neutre
حنينه,negative
للورود,negative
يزورها,neutre
لاجلها,neutre
فيعود,neutre
الفصل,neutre
والفصل,neutre
اجالس,neutre
وارتب,neutre
افكاري,neutre
ونعيش,neutre
مثالي,neutre
نتزوج,neutre
اعزفها,neutre
شوي,neutre
وهذه,neutre
البعد,neutre
راحه,positive
الاحيان,neutre
رفيق,neutre
تثق,positive
سندا,positive
مراحل,neutre
الجسد,neutre
والحلم,neutre
تتزيني,positive
بالمساحيق,neutre
تزيني,positive
اريدك,neutre
نصفي,neutre
بروح,neutre
رزينا,positive
يصير,neutre
شبيها,neutre
بالواجب,neutre
تافسر,neutre
بالتفصيل,neutre
ياتينا,neutre
نراقب,neutre
بصمت,neutre
نحدث,neutre
اثر,neutre
مرحلة,neutre
تامل,neutre
ضعيهم,neutre
سلة,neutre
لوحدهم,neutre
وهكدا,neutre
منجا,neutre
ستفتهم,neutre
جيدٱ,neutre
سيخبرك,neutre
حتما,neutre
يفضل,positive
بصورة,neutre
يسال,neutre
فاعله,neutre
إنجازاته,neutre
الاسبوعية,neutre
باول,neutre
ستكشفي,neutre
إجابته,neutre
فاتركه,neutre
ملطخا,neutre
بالرجاء,neutre
يحتاجان,negative
رجالا,neutre
ركوب,neutre
الخيل,neutre
معادلة,neutre
سكوت,neutre
الحمار,negative
الراكب,neutre
محير,neutre
سهولته,positive
تتجلى,neutre
صعوبته,negative
سامتنع,neutre
زيارته,neutre
اتيحت,neutre
تشرب,neutre
ستشعر,neutre
تكره,negative
تشربها,neutre
ستظل,neutre
تكرم,neutre
بالموضوع,neutre
أربعة,neutre
تتركها,neutre
مقصود,neutre
قافلة,neutre
بالقرى,neutre
بالسبب,neutre
فشروط,neutre
مذكورة,neutre
وجهات,neutre
ادرى,neutre
الدرجات,neutre
دمية,neutre
قديما,neutre
الفارق,neutre
صنعه,neutre
انريكي,neutre
وفد,neutre
امريكي,neutre
جامعة,neutre
عريقة,neutre
مررت,neutre
وضعوا,neutre
خطط,neutre
لاسقاطه,negative
فاقك,neutre
يحسب,neutre
الإنكليزي,neutre
بدوره,neutre
حدثته,neutre
بالثقافة,neutre
دوام,neutre
المحال,neutre
وحدة,neutre
عامل,neutre
يبدونه,neutre
الدراسي,neutre
هارفارد,neutre
وتنتهي,neutre
إهمالها,negative
يستمر,neutre
وقال,neutre
قبلهم,neutre
الشافعي,neutre
يذق,neutre
تجرع,neutre
ذل,negative
بالعلم,neutre
تعلوا,neutre
بالتجارب,neutre
الوقوع,neutre
الاخطاء,negative
تصحيحها,positive
تكسر,negative
بالنفس,neutre
بتكرار,neutre
استمعت,neutre
للناطق,neutre
الرسمي,neutre
فنذ,neutre
الاشاعات,negative
جوهره,neutre
القياس,neutre
لخيارات,neutre
نملكه,neutre
تدافع,neutre
وطنك,neutre
هاشم,neutre
مستور,neutre
ينضم,neutre
لاميا,neutre
اليوناني,neutre
الرفيق,neutre
يتخلى,neutre
ستترجم,neutre
فابني,neutre
يبنيها,neutre
عفوية,positive
التهيء,neutre
النفسي,neutre
الاباء,neutre
يجدوا,neutre
استقبالا,neutre
رحبا,positive
معليمهم,neutre
اساتذتهم,neutre
يهيؤوا,neutre
تجعلهم,neutre
يتأقلمون,neutre
نفسيا,neutre
المعلم,neutre
تقيم,neutre
السنين,neutre
تقاس,neutre
قدمه,neutre
لمجتمعه,neutre
وعلم,neutre
وعمل,neutre
خلاصنا,neutre
لشرع,neutre
سبيلا,neutre
للخلاص,neutre
يتقنة,positive
للمجتمعات,neutre
الدخول,neutre
المتهم,negative
بريء,positive
يتبت,neutre
قامت,neutre
احدى,neutre
الصفحات,neutre
اتابعها,neutre
بنشره,neutre
اتأكد,neutre
للتكذيب,positive
تطرق,neutre
لمسألة,neutre
تكررت,neutre
تتكبري,negative
لربك,neutre
ترحلي,neutre
الصحابة,neutre
افيلال,neutre
المكلفة,neutre
تساؤلي,neutre
العزل,negative
شمل,neutre
مس,neutre
الاحزاب,neutre
المعارضة,neutre
الصيت,neutre
كحزب,neutre
الحمامة,neutre
استعصاء,negative
تناولي,neutre
ليكن,neutre
حلوا,neutre
ستجدين,neutre
الاعصاب,negative
عودة,neutre
للتفكير,neutre
يشتغل,neutre
خبازا,neutre
تطبيقه,neutre
عرفة,neutre
مرتبط,neutre
بوقوف,neutre
الحجيج,neutre
بجبل,neutre
مسألة,neutre
فالله,neutre
تكلمت,neutre
تحددي,neutre
اجبتك,neutre
بان,neutre
منهن,neutre
جراء,neutre
افعالهن,neutre
الاستحقاق,positive
قاموسك,neutre
لاحظت,neutre
لباس,neutre
الممرضات,neutre
هن,neutre
محليات,neutre
اجنبيات,neutre
المستشفيات,neutre
بالقنيطرة,neutre
نظركم,neutre
بالمظهر,neutre
يطيقون,neutre
العشر,neutre
تأكلون,neutre
وتشربون,neutre
طباع,neutre
جنازة,neutre
الاستفادة,positive
تجارب,neutre
ستحصل,neutre
حصلوا,neutre
حامينا,positive
الغبية,negative
كباقي,neutre
تغرد,neutre
ودعنا,neutre
معدودات,neutre
نستقبل,neutre
فليحسن,positive
كالشهر,neutre
محل,neutre
بالمدينة,neutre
ساسفر,neutre
عطلة,neutre
زعيمة,neutre
التركية,neutre
نقف,neutre
وجهيات,negative
التعامل,neutre
حلا,neutre
الحجاج,neutre
يقارب,neutre
مليار,neutre
لاي,neutre
فلدة,positive
كبدها,neutre
الاحظه,neutre
ادمان,neutre
بالنيات,neutre
يدفع,neutre
الصخرة,neutre
للأعلى,neutre
تخاطر,neutre
فسقى,neutre
لهما,neutre
عابرة,neutre
خلدها,neutre
يشترط,neutre
والنصارى,neutre
اظنه,neutre
عاي,neutre
انتبهت,neutre
بلماضي,neutre
الشعري,neutre
ينطبق,neutre
تبين,neutre
بلون,neutre
ارتفاع,neutre
متر,neutre
سطح,neutre
الاعمدة,neutre
الجانبية,neutre
صفراء,neutre
اللون,neutre
سمي,neutre
بجسر,neutre
مبني,neutre
الطائر,neutre
مسطرا,neutre
اقالة,neutre
الاقتصاد,neutre
بوسعيد,neutre
عادة,neutre
سالتزم,positive
بيان,neutre
رسمي,neutre
نظيف,positive
البطن,neutre
صمام,neutre
لايسمح,neutre
بنزول,neutre
الثالث,neutre
للضرورة,neutre
وبشيء,neutre
والبطن,neutre
احشاء,neutre
النحلة,neutre
اذ,neutre
تتغذى,neutre
طيرانها,neutre
ولتستكمل,neutre
رحلتها,neutre
وعندما,neutre
الخلية,neutre
المعجزة,neutre
فانها,neutre
تستعيد,neutre
بطن,neutre
للنحله,neutre
اقرأ,neutre
النحل,neutre
بطونها,neutre
شراب,neutre
ولماذا,neutre
العزة,positive
بالجمع,neutre
يقل,neutre
بطنها,neutre
بالمفرد,neutre
بطون,neutre
تاخذ,neutre
الرحيق,neutre
ويدخل,neutre
للبطن,neutre
صماما,neutre
فينزل,neutre
يحوله,neutre
يرعى,neutre
أبنائه,neutre
يربيهم,neutre
يوفر,neutre
المأكل,neutre
والمشرب,neutre
والملبس,neutre
والثاني,neutre
يبني,neutre
والقناعات,neutre
ومعايير,neutre
والصواب,positive
مكانك,neutre
سأغير,neutre
الإسمين,neutre
صدوق,positive
منصفا,positive
كالتي,neutre
نقضت,neutre
غزلها,neutre
أنكاثا,neutre
تشبيه,neutre
لحالة,neutre
يفسد,neutre
أعماله,neutre
بحالة,neutre
فككت,neutre
أحتفظ,neutre
للتغيير,neutre
حاولي,neutre
توصلي,neutre
رأيتم,neutre
فافزعوا,negative
ودعائه,neutre
ركوع,neutre
وسجود,neutre
كسوف,neutre
خسوف,neutre
دينية,neutre
تعتبروا,neutre
أولي,neutre
الألباب,neutre
ممنوع,neutre
التكلم,neutre
إداعية,neutre
انتداب,neutre
جدد,neutre
مشغولون,neutre
ذنب,negative
للمخلوق,neutre
الحالة,neutre
غضي,neutre
ملامة,negative
علاقتك,neutre
أطياف,neutre
لمنقذ,neutre
متطوع,positive
رواندا,neutre
تخصص,neutre
ميزانيتها,neutre
عبرة,neutre
سيتم,neutre
مقترح,neutre
تشريع,neutre
ريع,neutre
تقاعد,neutre
البرلمانيين,neutre
فهل,neutre
سنشهد,neutre
تصويتا,neutre
بالاغلبية,neutre
للعلم,neutre
ففرنسا,neutre
تتقاضى,neutre
ضرائب,neutre
افريقية,neutre
بدريعة,neutre
تنميتهم,neutre
اللاعبون,neutre
جاؤوا,neutre
مناطق,neutre
ويلات,negative
فهمهم,neutre
حالتهم,neutre
عوائلهم,neutre
خاطفة,neutre
الصف,neutre
بشرة,neutre
ظننتها,neutre
طريفة,neutre
تسلسل,neutre
القيادة,neutre
مواضع,neutre
بعقلانية,neutre
المسيطرة,neutre
الجدية,positive
شيم,neutre
يختلف,neutre
حبل,neutre
الوريد,neutre
يبحث,neutre
يملئ,neutre
المحدث,neutre
مكتمل,neutre
ساشتريه,neutre
منتمي,neutre
مناقشته,neutre
تطول,neutre
يلزمك,neutre
تأخذ,neutre
بقول,neutre
قرأته,neutre
لناقد,neutre
باحث,neutre
واحتفظ,neutre
بقولك,neutre
واختيارك,neutre
يخلقك,neutre
لأقوال,neutre
زيت,neutre
محيط,neutre
تعتزل,neutre
تختلط,neutre
الخبز,neutre
تصلك,neutre
زرعت,neutre
حصدت,neutre
طحنت,neutre
عجنت,neutre
خبزت,neutre
بيعت,neutre
تستشعر,neutre
العقلية,neutre
تحكمو,neutre
مستشفى,neutre
باگادير,neutre
اضرابا,neutre
للممرضين,neutre
مطالبين,neutre
طائلة,neutre
غض,neutre
فتمت,neutre
يمهد,neutre
لبيع,neutre
البقاع,neutre
السياحة,neutre
توقيع,neutre
اتفاقية,neutre
أنس,neutre
الدكالي,neutre
أخنوش,neutre
تقضي,neutre
برفع,neutre
صلاحية,neutre
الحليب,neutre
المبستر,neutre
الارانب,neutre
الطرائد,neutre
المثلجة,neutre
اشهر,neutre
هادشي,neutre
واخا,neutre
ديرو,neutre
مقررات,neutre
تنفذ,neutre
لاخذ,neutre
العبرة,neutre
العناء,neutre
هلي,neutre
يوثق,neutre
خطة,neutre
الازقة,neutre
التابعة,neutre
لحي,neutre
ترمي,neutre
اشراك,neutre
بعضى,neutre
اسماء,neutre
ازدهار,positive
هواة,neutre
التصوير,neutre
فماذا,neutre
بمقياس,neutre
تحفظ,neutre
تسمية,neutre
الاحياء,neutre
باسماء,neutre
فلسطينية,neutre
ورود,positive
يتعاملون,neutre
دمجو,neutre
سازورها,neutre
خلطت,neutre
اجنبي,neutre
تطلق,neutre
دخيل,neutre
ينتمي,neutre
لوطني,neutre
اجنبية,neutre
تستفز,negative
فئة,neutre
اخرى,neutre
اعرفها,neutre
فهذه,neutre
شارع,neutre
حانون,neutre
اقرار,neutre
سنتعود,neutre
هويتنا,neutre
يبث,neutre
شخصيات,neutre
لتطلق,neutre
اسماءهم,neutre
شوارعها,neutre
أسماء,neutre
أجنيبة,neutre
للاسماء,neutre
الفلسطينية,neutre
دمج,neutre
فهاد,neutre
الميدان,neutre
غني,negative
مكفرة,negative
بينها,neutre
اجتنبت,neutre
الكبائر,negative
تعلمين,neutre
اخطر,negative
فخذي,neutre
حذرك,neutre
يساعدني,neutre
التغيب,neutre
السفر,neutre
سد,neutre
توظيفها,neutre
تحفيظ,neutre
الكتاتيب,neutre
بالغيب,neutre
والخشية,neutre
الخلوة,neutre
ماخلوت,neutre
بريبة,neutre
ظلمة,neutre
والنفس,neutre
داعية,neutre
العصيان,negative
فاستح,neutre
وقل,neutre
الظلام,neutre
يراني,neutre
أحوال,neutre
ولاء,positive
لللاعب,neutre
للرياضة,neutre
نتكلم,neutre
يتعامل,neutre
بالدليل,neutre
يتساوى,neutre
إدا,neutre
فالسيدة,neutre
الجانية,neutre
ملأت,neutre
بصغائر,neutre
لكبارها,neutre
فالعقل,neutre
كالحقل,neutre
تتعاهده,neutre
بالنباتات,neutre
الجيده,neutre
حشائش,neutre
ضاره,negative
يصدر,neutre
منتوجاته,neutre
للكيان,neutre
الإخوان,neutre
الصحيفتان,neutre
تعملان,neutre
إفشال,neutre
همهم,neutre
مصلحتهم,neutre
